Ime,Znamka,Letnik,Prevoženi kilometri,Tip goriva,Tip menjalnika,Moč motorja,Cena,Prodajalec
Suzuki Vitara,Suzuki,2021,78830,Bencin,Ročni,129,13950,Pravna oseba
Mazda Mazda3,Mazda,2019,152475,Dizel,Ročni,116,13950,Pravna oseba
Mercedes-Benz S-Razred,Mercedes-Benz,2022,123500,Dizel,Avtomatski,330,66900,Pravna oseba
Renault Captur,Renault,2021,129298,Bencin,Ročni,91,11590,Pravna oseba
Volkswagen T-Roc,Volkswagen,2018,119618,Dizel,Ročni,116,14150,Pravna oseba
KIA XCeed,KIA,2020,60677,Bencin,Ročni,140,14440,Pravna oseba
Citroën Berlingo,Citroën,2019,89724,Bencin,Ročni,110,14940,Pravna oseba
Škoda Octavia,Škoda,2022,136205,Dizel,Avtomatski,150,21990,Pravna oseba
Volkswagen Passat,Volkswagen,2015,229430,Dizel,Ročni,120,9995,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2023,117000,Dizel,Avtomatski,197,39990,Pravna oseba
BMW serija X6:,BMW,2025,17890,Dizel,Avtomatski,298,84990,Pravna oseba
BMW serija 5 Touring:,BMW,2024,37400,Dizel,Avtomatski,197,49890,Pravna oseba
Volkswagen Passat Variant,Volkswagen,2023,129000,Dizel,Avtomatski,150,18890,Pravna oseba
Seat Tarraco,Seat,2024,119175,Dizel,Avtomatski,150,24490,Pravna oseba
Škoda Octavia,Škoda,2023,146000,Dizel,Avtomatski,150,16490,Pravna oseba
Audi A6 Avant,Audi,2015,258630,Dizel,Avtomatski,320,16995,Pravna oseba
BMW Serija 4,BMW,2018,182000,Bencin,Ročni,184,20100,Fizična oseba
Volkswagen Golf,Volkswagen,2017,193650,Bencin,Avtomatski,245,16995,Pravna oseba
Fiat Panda,Fiat,2016,146200,Dizel,Ročni,95,7790,Pravna oseba
Nissan Qashqai,Nissan,2009,228258,Bencin,Ročni,114,3250,Fizična oseba
Renault Espace,Renault,2020,175574,Dizel,Avtomatski,160,17390,Pravna oseba
Volkswagen Golf,Volkswagen,2016,247120,Dizel,Avtomatski,184,,Pravna oseba
Ford Puma,Ford,,30411,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
BMW X3,BMW,2018,165550,Dizel,Avtomatski,190,26880,Pravna oseba
Opel Insignia,Opel,2015,228620,Dizel,Ročni,136,5995,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2017,232200,Dizel,Avtomatski,194,22290,Pravna oseba
Škoda Octavia,Škoda,2023,1,Dizel,Avtomatski,150,Cena po dogovoru,Pravna oseba
Vinfast VF6,Vinfast,2026,3226,,Avtomatski,204,23990,Pravna oseba
Renault Clio,Renault,2021,107215,Bencin,Ročni,101,8990,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,179,Cena po dogovoru,Pravna oseba
Ford C-MAX,Ford,2018,160417,Bencin,Ročni,125,6990,Pravna oseba
Ford C-MAX,Ford,2014,232778,Dizel,Ročni,116,4990,Pravna oseba
Audi A4,Audi,2018,249990,Dizel,Avtomatski,190,14990,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,28917,Pravna oseba
Ford Galaxy,Ford,2019,208369,Dizel,Avtomatski,150,,Pravna oseba
Ford Galaxy,Ford,2017,139999,Dizel,Avtomatski,150,,Pravna oseba
Ford -,Ford,,,Dizel,Avtomatski,122,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Avtomatski,122,35368,Pravna oseba
BMW X3,BMW,2017,230970,Dizel,Avtomatski,190,,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Capri,Ford,,,,Avtomatski,170,33682,Pravna oseba
Ford Kuga,Ford,2024,111820,Dizel,Avtomatski,120,22490,Pravna oseba
Seat Altea XL,Seat,2012,242889,Dizel,Ročni,105,3990,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
BMW Serija 3,BMW,2020,94196,Bencin,Avtomatski,136,,Pravna oseba
BMW Serija 5,BMW,2019,243121,Dizel,Avtomatski,265,,Pravna oseba
BMW Serija 5,BMW,2022,161640,Dizel,Avtomatski,150,,Pravna oseba
Audi Q7,Audi,2020,104837,Hibrid,Avtomatski,455,,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Avtomatski,125,27435,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Ročni,122,34776,Pravna oseba
Ford Ranger,Ford,,,Hibrid,Avtomatski,281,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,205,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,,Avtomatski,136,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,205,,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,205,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Bencin,Avtomatski,292,,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,209,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,209,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,209,,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,205,,Pravna oseba
Ford Puma,Ford,2026,1,Bencin,Avtomatski,125,,Pravna oseba
Ford Puma,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,354,34990,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,26042,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,408,39490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,354,35490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,354,35490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,354,35490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,408,39490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,408,39490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,408,39490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,408,39490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,408,39490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,408,39490,Pravna oseba
Ford Puma,Ford,,,,Avtomatski,169,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,25690,Pravna oseba
Ford Puma,Ford,,,Bencin,Ročni,125,23126,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,408,39490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,354,34990,Pravna oseba
Vinfast VF6,Vinfast,,,,Avtomatski,204,27990,Pravna oseba
Vinfast VF6,Vinfast,,,,Avtomatski,204,27990,Pravna oseba
Vinfast VF6,Vinfast,,,,Avtomatski,204,27990,Pravna oseba
Opel Crossland X,Opel,2019,116800,Bencin,Ročni,131,8990,Pravna oseba
Renault Symbioz,Renault,2025,24357,Bencin,Ročni,140,20999,Pravna oseba
Ford Tourneo,Ford,,,Hibrid,Avtomatski,232,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,209,Cena po dogovoru,Pravna oseba
Volvo V60,Volvo,2015,256918,Dizel,Ročni,114,6490,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Ročni,150,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,,Pravna oseba
Ford Tourneo,Ford,,,,Avtomatski,218,Cena po dogovoru,Pravna oseba
Mercedes-Benz V-Razred,Mercedes-Benz,2022,141536,Dizel,Avtomatski,237,49990,Pravna oseba
Nissan Leaf,Nissan,2022,188314,,Avtomatski,122,13990,Pravna oseba
Volvo C30,Volvo,2011,380655,Dizel,Ročni,114,2490,Pravna oseba
Škoda Octavia,Škoda,2022,148923,Dizel,Avtomatski,200,,Pravna oseba
Renault Mégane,Renault,2018,138900,Dizel,Ročni,110,,Pravna oseba
Renault Mégane,Renault,2020,125487,Bencin,Ročni,102,,Pravna oseba
Opel Astra,Opel,2012,258000,Dizel,Ročni,110,3999,Pravna oseba
Mercedes-Benz GLS-Razred,Mercedes-Benz,2024,67000,Dizel,Avtomatski,367,109990,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Ročni,150,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Ročni,150,Cena po dogovoru,Pravna oseba
Opel Crossland X,Opel,2020,66873,Bencin,Ročni,110,8999,Pravna oseba
Mercedes-Benz GLC-Razred,Mercedes-Benz,2023,25230,Bencin,Avtomatski,197,48880,Pravna oseba
Volkswagen Passat,Volkswagen,2021,161200,Bencin,Avtomatski,150,16880,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Ročni,150,,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,2019,119962,Dizel,Ročni,120,12990,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Mustang,Ford,,,Bencin,Ročni,446,76750,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,408,39490,Pravna oseba
Vinfast VF8,Vinfast,,,,Avtomatski,408,39490,Pravna oseba
Ford Tourneo,Ford,,,,Avtomatski,218,Cena po dogovoru,Pravna oseba
Ford Mustang Mach-e,Ford,,,,Avtomatski,276,55751,Pravna oseba
Ford Tourneo,Ford,2026,13500,Dizel,Avtomatski,170,,Pravna oseba
Ford Kuga,Ford,2025,570,Bencin,Avtomatski,186,,Pravna oseba
Hyundai Tucson,Hyundai,2016,176759,Bencin,Ročni,177,,Pravna oseba
Audi Q5,Audi,2014,175525,Dizel,Avtomatski,177,,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,37396,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,179,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,152,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,,Avtomatski,169,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,,Avtomatski,169,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,242,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,286,40829,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Capri,Ford,,,,Avtomatski,286,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Avtomatski,122,Cena po dogovoru,Pravna oseba
Mercedes-Benz E-Razred,Mercedes-Benz,2025,14550,Dizel,Avtomatski,200,53990,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Avtomatski,122,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,242,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Ročni,150,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Bencin,Avtomatski,114,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Ročni,102,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Bencin,Avtomatski,114,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Škoda Kamiq,Škoda,,,Bencin,Avtomatski,116,22963,Pravna oseba
Škoda Octavia,Škoda,2015,289012,Dizel,Ročni,110,6390,Pravna oseba
Mazda CX-30,Mazda,,,Bencin,Ročni,140,,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Ročni,150,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,241,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,241,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,241,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Avtomatski,122,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,,Avtomatski,169,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,,Avtomatski,136,Cena po dogovoru,Pravna oseba
DS DS 7 Crossback,DS,2021,120000,Dizel,Avtomatski,131,15990,Pravna oseba
Opel Movano,Opel,2025,37668,Dizel,Avtomatski,140,24990,Pravna oseba
DS DS 7 Crossback,DS,2018,138000,Dizel,Ročni,131,13500,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,,Avtomatski,136,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,182,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,182,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Avtomatski,122,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,182,34461,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,,Avtomatski,218,Cena po dogovoru,Pravna oseba
Ford Capri,Ford,,,,Avtomatski,286,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,242,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,242,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,,Avtomatski,169,Cena po dogovoru,Pravna oseba
Renault Koleos,Renault,2023,47984,Dizel,Avtomatski,184,26990,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,242,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,242,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,179,Cena po dogovoru,Pravna oseba
Ford Capri,Ford,,,,Avtomatski,340,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,340,Cena po dogovoru,Pravna oseba
Ford E-Transit Custom,Ford,,,,Avtomatski,218,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,179,Cena po dogovoru,Pravna oseba
Ford Mustang Mach-e,Ford,,,,Avtomatski,268,Cena po dogovoru,Pravna oseba
Ford -,Ford,,,Dizel,Ročni,102,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,182,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,179,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Ročni,122,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,,Avtomatski,169,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,242,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Ročni,150,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,340,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,242,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Capri,Ford,,,,Avtomatski,340,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,179,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,,Avtomatski,169,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Ročni,150,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Ročni,150,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Capri,Ford,,,,Avtomatski,286,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,242,Cena po dogovoru,Pravna oseba
Ford Capri,Ford,,,,Avtomatski,286,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,340,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,286,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Mazda Mazda3,Mazda,,,Bencin,Ročni,140,,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,286,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,179,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,182,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,340,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,242,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,,Avtomatski,169,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Mazda Mazda3,Mazda,,,Bencin,Ročni,140,,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,286,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,179,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Ročni,150,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,286,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Mustang,Ford,,,Bencin,Avtomatski,454,Cena po dogovoru,Pravna oseba
Toyota Land Cruiser,Toyota,1988,391599,Dizel,Ročni,86,27999,Pravna oseba
Volvo S90,Volvo,2018,209320,Dizel,Avtomatski,190,16995,Pravna oseba
Škoda Superb,Škoda,2023,175166,Dizel,Avtomatski,200,22490,Pravna oseba
Ford Explorer,Ford,,,,Avtomatski,286,Cena po dogovoru,Pravna oseba
Ford E-Transit Custom,Ford,,,,Avtomatski,218,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Hibrid,Avtomatski,179,35916,Pravna oseba
Ford Tourneo,Ford,,,,Avtomatski,218,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Kuga,Ford,,,Bencin,Avtomatski,186,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Capri,Ford,,,,Avtomatski,286,Cena po dogovoru,Pravna oseba
Ford Puma,Ford,,,Bencin,Ročni,125,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Ročni,150,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Avtomatski,122,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Hibrid,Avtomatski,281,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Hibrid,Avtomatski,281,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,,Avtomatski,136,Cena po dogovoru,Pravna oseba
Ford E-Transit Custom,Ford,,,,Avtomatski,218,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Hibrid,Avtomatski,232,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Ročni,102,Cena po dogovoru,Pravna oseba
Volkswagen Passat Variant,Volkswagen,2022,159673,Dizel,Avtomatski,150,17990,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Hibrid,Avtomatski,281,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Hibrid,Avtomatski,232,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Hibrid,Avtomatski,232,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Hibrid,Avtomatski,232,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Ford Transit Custom,Ford,,,Dizel,Ročni,150,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Dizel,Avtomatski,170,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Hibrid,Avtomatski,150,Cena po dogovoru,Pravna oseba
Ford Transit,Ford,,,Dizel,Avtomatski,150,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Avtomatski,122,35368,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,205,Cena po dogovoru,Pravna oseba
Ford Ranger,Ford,,,Dizel,Avtomatski,241,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Dizel,Avtomatski,122,Cena po dogovoru,Pravna oseba
Ford Tourneo Connect,Ford,,,Bencin,Avtomatski,116,Cena po dogovoru,Pravna oseba
Ford Tourneo,Ford,,,Bencin,Avtomatski,125,Cena po dogovoru,Pravna oseba
Škoda Kodiaq,Škoda,2022,110749,Dizel,Avtomatski,150,31990,Pravna oseba
